Age,CGPA,Attendance,10th_Percentage,12th_Percentage,Backlogs,Internship,Projects,Communication_Score,Aptitude_Score,Placement_Status,Gender_Female,Gender_Male,Department_CE,Department_CSE,Department_ECE,Department_EEE,Department_IT,Department_ME
21,9.87,88.31,85.55,81.2,3,1,5,84,52,1,0,1,0,0,0,0,1,0
22,7.92,65.73,71.33,77.95,0,0,1,66,59,0,1,0,0,0,1,0,0,0
24,7.23,61.39,72.33,80.7,4,1,3,100,77,0,0,1,0,0,0,0,0,1
20,6.11,70.34,90.9,96.51,1,0,4,80,75,1,0,1,0,0,0,0,0,1
20,8.27,51.21,72.03,82.78,3,0,0,70,51,0,0,1,1,0,0,0,0,0
23,8.43,95.94,75.81,82.37,3,1,0,45,44,0,1,0,0,0,0,1,0,0
20,8.43,69.35,64.58,87.97,1,1,3,68,44,1,1,0,0,0,0,0,0,1
22,5.13,99.43,91.95,93.33,4,0,1,69,56,0,1,0,0,0,0,1,0,0
22,9.5,88.07,76.11,63.1,4,0,4,77,77,1,0,1,0,0,0,0,1,0
20,6.69,54.03,77.63,80.84,3,1,3,50,49,0,0,1,0,0,1,0,0,0
20,8.72,83.01,94.03,79.2,4,0,1,81,55,0,0,1,0,0,1,0,0,0
23,8.8,63.54,96.03,56.74,1,0,4,85,63,1,1,0,0,0,0,0,0,1
20,8.25,62.19,91.21,76.02,4,0,1,99,68,0,0,1,0,0,0,0,0,1
23,6.97,62.83,53.27,53.48,3,0,0,45,92,0,1,0,0,0,0,0,1,0
23,8.04,95.8,72.18,59.25,4,1,4,78,53,1,1,0,1,0,0,0,0,0
20,5.2,75.0,67.17,95.65,0,0,0,80,49,0,1,0,1,0,0,0,0,0
21,8.81,83.47,60.68,55.96,1,1,0,70,68,1,0,1,1,0,0,0,0,0
21,5.5,64.05,95.45,78.95,1,1,4,74,67,1,0,1,0,0,0,1,0,0
23,6.98,76.15,94.5,66.17,2,0,3,51,93,0,0,1,1,0,0,0,0,0
20,5.52,67.51,73.26,77.77,4,1,1,87,92,0,1,0,0,0,1,0,0,0
21,9.19,66.06,56.73,61.75,1,0,4,84,56,1,1,0,0,0,0,1,0,0
20,7.75,62.35,50.67,72.22,4,0,5,45,44,0,0,1,0,0,0,0,1,0
20,8.45,70.45,71.92,93.37,0,1,0,84,41,1,0,1,0,0,1,0,0,0
20,8.41,83.0,52.0,68.81,3,1,1,65,75,0,1,0,0,0,1,0,0,0
24,9.21,61.1,80.48,67.65,3,0,4,76,89,1,1,0,0,1,0,0,0,0
20,5.66,98.27,80.42,72.31,2,1,3,71,79,0,0,1,0,0,0,0,1,0
24,8.3,56.23,94.95,55.02,2,0,4,43,85,1,1,0,0,0,0,0,1,0
23,7.88,74.01,59.5,69.37,1,1,4,79,84,1,0,1,0,1,0,0,0,0
21,5.15,54.25,68.57,50.35,1,0,2,42,100,0,0,1,0,0,0,1,0,0
21,6.01,51.13,92.98,75.17,1,1,5,41,78,1,1,0,1,0,0,0,0,0
21,6.34,96.13,73.71,92.4,0,1,1,59,48,1,1,0,1,0,0,0,0,0
21,5.36,90.52,52.99,77.6,2,1,4,58,75,0,1,0,1,0,0,0,0,0
21,6.77,84.71,55.54,80.39,2,1,0,78,44,0,0,1,1,0,0,0,0,0
21,5.14,93.26,90.67,51.53,3,0,0,51,54,0,1,0,1,0,0,0,0,0
21,7.77,90.14,87.18,92.98,2,0,2,100,48,1,0,1,0,1,0,0,0,0
23,6.06,82.36,93.79,69.25,2,1,0,75,64,0,0,1,0,0,0,0,1,0
20,6.44,92.37,55.94,98.74,0,1,4,81,89,1,0,1,0,0,0,1,0,0
22,9.55,69.54,88.02,56.02,1,0,1,67,67,1,0,1,0,0,1,0,0,0
24,7.51,77.64,82.76,97.23,0,0,2,48,66,1,1,0,1,0,0,0,0,0
22,6.35,88.82,61.61,81.71,4,0,5,100,85,0,1,0,0,1,0,0,0,0
22,7.99,54.24,98.7,52.62,3,1,2,83,86,1,0,1,0,0,0,1,0,0
20,6.01,92.93,78.52,98.58,3,0,3,50,72,0,0,1,0,0,0,1,0,0
20,5.37,57.84,95.34,50.69,3,0,3,92,90,0,0,1,0,0,0,1,0,0
20,5.1,93.23,92.95,86.54,1,1,1,69,97,0,0,1,0,1,0,0,0,0
21,9.76,65.57,66.66,94.48,1,0,1,90,72,1,1,0,0,0,1,0,0,0
23,8.62,66.34,76.8,58.79,1,0,2,41,77,1,1,0,1,0,0,0,0,0
21,9.0,53.7,71.57,67.17,3,0,4,77,47,1,0,1,0,0,0,1,0,0
23,9.9,94.29,85.45,78.06,3,0,4,77,43,1,0,1,0,1,0,0,0,0
23,9.66,58.73,79.4,83.99,3,0,3,72,87,1,1,0,0,0,0,0,1,0
22,8.68,81.5,89.24,93.59,4,1,1,46,82,1,1,0,0,1,0,0,0,0
22,8.47,82.2,50.59,88.05,4,1,1,83,75,0,0,1,0,1,0,0,0,0
23,6.68,64.06,84.39,68.17,3,0,4,60,82,0,0,1,0,1,0,0,0,0
23,5.52,99.28,65.95,91.09,1,0,3,94,70,0,1,0,0,0,0,1,0,0
21,7.87,53.21,61.21,98.3,1,0,4,51,49,1,0,1,0,1,0,0,0,0
21,7.88,80.39,90.06,61.35,4,0,4,91,88,1,0,1,0,0,0,0,1,0
22,9.76,73.98,54.46,53.7,4,0,2,60,80,0,1,0,0,0,0,1,0,0
20,7.21,62.27,61.42,71.33,3,0,1,62,81,0,1,0,0,0,0,0,1,0
23,8.45,58.18,60.19,94.07,3,0,2,45,47,0,1,0,0,0,0,0,0,1
21,7.87,86.85,70.99,57.51,1,0,2,53,69,0,1,0,0,1,0,0,0,0
22,5.88,95.82,66.12,94.29,2,1,4,71,53,1,1,0,1,0,0,0,0,0
21,7.96,55.38,86.02,99.61,1,0,3,88,84,1,0,1,1,0,0,0,0,0
23,7.7,59.7,84.97,52.7,1,1,4,88,74,1,0,1,0,0,0,1,0,0
23,7.47,99.31,66.27,74.76,3,1,5,89,85,1,0,1,1,0,0,0,0,0
24,7.57,50.75,71.85,66.44,2,1,3,84,85,1,0,1,0,0,0,1,0,0
20,5.82,75.41,60.4,69.68,2,0,1,52,42,0,1,0,0,1,0,0,0,0
24,7.32,75.81,83.54,72.58,3,1,5,66,68,1,1,0,0,0,1,0,0,0
22,8.03,63.16,69.81,86.99,0,1,5,50,55,1,1,0,0,0,1,0,0,0
21,7.45,83.15,56.64,79.56,3,1,5,71,49,1,1,0,0,0,0,0,1,0
22,7.44,97.25,56.36,98.06,4,1,0,42,43,0,0,1,0,1,0,0,0,0
23,5.39,72.51,66.12,66.64,2,1,1,88,91,0,0,1,1,0,0,0,0,0
24,5.95,87.47,87.37,77.08,3,1,4,97,89,1,1,0,0,1,0,0,0,0
24,6.6,82.3,51.28,90.67,1,1,3,41,43,0,1,0,0,0,0,0,0,1
24,7.1,73.65,62.89,68.65,1,0,5,69,41,1,1,0,0,0,1,0,0,0
22,7.97,52.49,58.12,73.26,1,0,0,99,50,0,1,0,1,0,0,0,0,0
23,9.32,87.09,97.82,84.25,3,1,5,41,54,1,1,0,0,0,1,0,0,0
21,5.8,68.16,85.26,93.04,0,0,3,78,50,0,1,0,0,1,0,0,0,0
21,5.08,61.22,61.66,70.78,4,0,3,98,94,0,0,1,1,0,0,0,0,0
22,7.25,97.41,60.37,76.6,1,0,0,68,92,0,1,0,0,0,0,0,1,0
24,7.16,88.68,92.9,98.76,3,0,0,99,62,0,1,0,0,1,0,0,0,0
20,7.76,98.11,59.51,52.12,0,1,1,61,77,1,0,1,0,0,0,0,1,0
22,9.17,62.81,99.85,72.41,2,0,2,64,89,1,1,0,1,0,0,0,0,0
22,9.01,91.79,64.12,81.8,2,1,5,81,69,1,0,1,0,0,1,0,0,0
23,5.5,80.39,54.22,50.42,4,1,0,85,99,0,1,0,0,0,0,0,0,1
21,9.67,99.08,84.55,79.84,3,1,5,92,89,1,0,1,0,0,0,1,0,0
22,5.55,97.32,80.48,52.81,3,0,2,58,40,0,1,0,0,0,1,0,0,0
22,8.17,98.65,99.99,92.88,1,0,2,88,84,1,0,1,0,0,0,0,1,0
24,8.36,97.59,90.1,90.35,0,1,2,55,72,1,1,0,0,1,0,0,0,0
24,8.4,50.38,71.44,51.61,4,0,2,56,84,0,0,1,1,0,0,0,0,0
20,6.33,87.05,83.83,52.44,0,0,0,89,92,0,0,1,0,0,1,0,0,0
23,6.65,63.6,90.89,87.68,4,1,5,100,76,1,0,1,0,0,0,0,0,1
20,7.74,85.25,75.69,68.48,3,1,3,66,62,1,1,0,1,0,0,0,0,0
24,6.0,99.03,63.64,78.75,3,0,5,82,88,0,0,1,0,0,0,0,1,0
21,5.1,51.97,60.51,63.52,4,1,5,58,87,0,0,1,1,0,0,0,0,0
24,7.81,78.35,64.76,58.65,0,0,0,82,92,1,1,0,1,0,0,0,0,0
23,7.33,86.75,92.4,64.8,2,0,0,81,57,0,0,1,0,1,0,0,0,0
24,8.28,62.67,69.02,62.34,2,1,4,69,49,1,1,0,0,0,0,1,0,0
23,5.73,61.26,64.33,72.42,1,1,4,53,56,0,0,1,0,0,0,0,1,0
23,9.2,53.02,90.29,87.33,1,1,1,85,46,1,1,0,0,1,0,0,0,0
23,5.73,54.7,51.6,77.71,0,0,2,81,54,0,0,1,0,0,0,1,0,0
23,9.46,82.84,79.7,80.46,3,1,2,71,90,1,0,1,0,1,0,0,0,0
23,7.25,75.26,93.68,73.5,0,0,4,92,66,1,1,0,0,0,0,1,0,0
21,7.75,51.5,70.5,66.24,4,1,3,62,48,0,1,0,0,0,0,1,0,0
20,9.48,98.48,63.47,57.18,2,1,1,75,60,1,1,0,0,0,0,1,0,0
22,6.5,82.8,74.59,67.73,1,0,5,49,92,1,0,1,0,1,0,0,0,0
20,5.91,75.77,85.87,83.26,0,0,3,98,76,1,0,1,1,0,0,0,0,0
23,7.23,63.64,75.83,86.69,0,0,4,77,96,1,0,1,0,0,0,1,0,0
21,6.22,82.9,50.38,73.46,4,1,5,93,68,0,1,0,1,0,0,0,0,0
24,7.64,68.21,53.92,82.25,3,1,3,68,81,1,0,1,0,0,0,0,1,0
21,6.38,85.12,86.07,60.53,3,0,2,50,84,0,0,1,0,0,0,0,0,1
23,9.32,84.13,70.0,93.0,2,0,4,89,72,1,0,1,1,0,0,0,0,0
21,8.04,54.64,89.24,93.3,1,0,5,77,92,1,1,0,0,0,0,0,0,1
21,5.0,95.46,82.47,66.02,3,1,3,92,97,0,0,1,0,0,0,1,0,0
23,9.03,74.35,79.08,77.39,3,1,1,54,45,1,1,0,0,0,0,0,0,1
21,6.65,69.65,95.07,80.33,3,0,1,71,64,0,0,1,0,0,0,0,0,1
22,6.6,97.77,51.07,73.62,0,0,0,66,74,0,1,0,0,0,0,1,0,0
22,6.92,71.91,57.75,95.56,3,0,5,77,56,0,0,1,1,0,0,0,0,0
21,8.15,86.06,81.22,86.99,4,0,4,91,83,1,1,0,0,0,0,1,0,0
24,7.21,82.76,53.29,83.63,2,1,4,40,66,1,1,0,0,0,0,0,1,0
23,8.14,58.26,82.25,76.0,3,0,5,80,82,1,0,1,0,0,1,0,0,0
22,5.73,99.56,99.21,54.24,1,0,4,53,79,0,1,0,0,1,0,0,0,0
24,9.85,73.18,93.94,55.39,0,1,2,42,64,1,0,1,0,0,0,1,0,0
21,8.65,69.74,79.55,64.95,4,1,2,69,51,0,1,0,0,0,0,1,0,0
24,6.25,95.98,94.7,60.58,2,0,4,70,82,0,1,0,0,0,0,0,0,1
20,8.62,76.46,55.81,97.63,0,1,5,40,93,1,0,1,0,0,0,0,1,0
22,7.88,85.25,72.73,70.49,4,0,3,85,76,0,0,1,0,0,0,0,0,1
21,5.55,92.31,71.43,93.83,0,0,2,53,99,0,0,1,1,0,0,0,0,0
23,5.89,61.77,66.82,90.9,2,0,5,75,79,0,0,1,0,0,0,1,0,0
21,5.21,58.47,50.01,90.63,2,0,4,85,83,0,0,1,0,0,0,1,0,0
23,9.05,53.43,94.55,60.79,3,0,2,94,93,1,0,1,0,0,0,0,0,1
21,7.76,94.86,88.89,72.37,1,1,5,75,77,1,0,1,0,0,0,1,0,0
24,6.58,60.02,82.64,65.9,3,0,0,82,80,0,1,0,1,0,0,0,0,0
24,5.63,65.39,56.45,98.52,0,1,1,91,64,0,0,1,0,0,1,0,0,0
24,7.42,64.29,68.91,93.84,3,1,0,80,88,0,0,1,0,1,0,0,0,0
20,7.63,65.23,96.22,62.5,2,0,4,82,99,1,1,0,0,1,0,0,0,0
23,8.51,83.4,80.85,65.68,2,1,5,54,41,1,0,1,0,1,0,0,0,0
24,9.85,97.71,80.17,76.45,2,1,1,77,40,1,0,1,0,0,1,0,0,0
20,7.17,66.47,95.66,63.93,3,1,3,64,89,1,0,1,0,0,0,1,0,0
23,7.03,70.38,77.99,91.23,4,0,4,83,42,0,1,0,0,0,0,0,0,1
21,6.85,88.56,79.88,90.96,3,1,3,99,68,1,1,0,0,0,0,0,1,0
20,9.13,71.62,67.29,86.22,3,1,3,84,53,1,0,1,0,0,0,1,0,0
22,5.78,96.3,68.57,84.47,3,0,2,89,84,0,1,0,0,0,1,0,0,0
20,6.72,75.16,84.28,77.37,3,0,2,94,73,0,0,1,1,0,0,0,0,0
20,8.62,67.39,66.02,67.36,2,1,1,94,61,1,1,0,0,0,1,0,0,0
23,5.08,98.58,77.96,91.85,1,0,1,53,75,0,1,0,0,1,0,0,0,0
21,6.45,71.29,63.96,92.94,3,1,5,63,54,0,1,0,0,0,0,1,0,0
22,8.21,61.56,58.31,52.48,3,1,2,97,76,0,0,1,0,1,0,0,0,0
24,5.93,58.89,72.72,69.93,1,0,1,82,49,0,0,1,0,0,0,0,1,0
24,6.51,99.76,60.87,51.33,3,1,5,96,48,1,0,1,1,0,0,0,0,0
20,7.43,87.65,94.92,91.97,1,0,0,95,89,1,1,0,0,1,0,0,0,0
23,7.11,70.43,65.18,58.85,2,0,4,41,74,0,1,0,0,0,0,0,1,0
23,5.53,91.32,79.87,83.69,4,1,0,90,85,0,1,0,0,0,1,0,0,0
24,9.69,77.34,63.17,67.87,3,0,4,99,81,1,1,0,0,1,0,0,0,0
22,5.22,65.87,62.9,90.8,4,1,5,73,56,0,0,1,0,1,0,0,0,0
21,8.75,87.17,67.53,75.48,3,1,2,88,86,1,1,0,0,0,0,0,0,1
22,5.36,87.29,95.79,66.22,0,0,0,100,57,0,1,0,1,0,0,0,0,0
21,7.34,75.01,69.57,66.19,0,1,3,62,88,1,1,0,1,0,0,0,0,0
24,5.88,52.26,91.06,66.35,2,0,0,47,64,0,1,0,0,0,1,0,0,0
21,5.71,53.85,59.86,89.43,4,1,1,44,74,0,1,0,0,0,0,0,0,1
23,5.63,89.44,52.41,85.56,4,0,0,97,55,0,0,1,0,0,0,0,1,0
20,7.26,91.17,89.08,65.96,1,0,2,68,90,1,1,0,0,0,0,0,1,0
20,7.58,83.91,77.09,74.51,1,1,2,82,84,1,0,1,0,0,1,0,0,0
24,5.67,91.95,75.19,53.81,3,0,1,96,94,0,1,0,1,0,0,0,0,0
23,9.9,85.97,63.61,91.38,1,0,4,91,88,1,1,0,0,0,0,0,1,0
22,6.29,94.85,53.62,63.3,1,0,1,72,64,0,0,1,0,0,1,0,0,0
23,7.29,57.52,74.14,94.46,4,1,5,59,94,1,1,0,0,0,0,0,1,0
20,6.08,69.39,93.36,79.84,0,0,4,55,55,0,0,1,0,0,0,1,0,0
20,7.47,73.21,56.0,78.39,4,0,2,76,80,0,0,1,0,1,0,0,0,0
23,8.78,64.88,96.46,58.14,1,0,2,98,63,1,0,1,1,0,0,0,0,0
23,7.61,86.27,63.74,53.48,3,0,5,99,92,1,1,0,0,0,0,1,0,0
20,6.43,95.62,76.61,77.63,0,0,4,87,51,1,1,0,0,0,1,0,0,0
22,6.24,70.62,53.33,73.4,1,0,0,95,74,0,1,0,0,0,1,0,0,0
24,8.79,97.08,71.25,55.98,1,0,0,76,98,1,0,1,0,0,0,1,0,0
24,5.59,75.84,56.29,91.78,3,0,1,99,48,0,1,0,0,1,0,0,0,0
23,6.85,76.13,52.4,70.86,3,1,2,81,87,0,1,0,0,1,0,0,0,0
24,5.76,80.01,98.33,63.02,1,1,0,80,76,0,0,1,0,0,0,0,0,1
20,6.29,63.42,86.5,89.41,1,0,2,93,71,0,0,1,0,0,0,0,1,0
20,5.76,69.17,85.95,95.65,4,0,1,63,96,0,0,1,0,0,0,0,0,1
23,9.43,77.66,54.53,65.3,2,0,3,90,58,1,1,0,0,1,0,0,0,0
23,8.66,97.1,96.47,88.8,3,0,2,68,61,1,1,0,0,0,0,1,0,0
23,7.8,82.13,73.47,82.63,3,0,3,74,84,1,1,0,0,0,0,0,1,0
22,6.12,66.66,92.61,99.49,4,1,2,48,73,0,0,1,0,0,0,1,0,0
24,7.55,50.52,50.63,60.2,0,1,4,61,58,1,1,0,0,0,0,0,0,1
23,7.6,99.08,64.91,98.03,0,1,5,59,89,1,0,1,0,0,1,0,0,0
21,7.95,74.65,99.8,65.76,0,1,3,79,51,1,0,1,0,0,0,1,0,0
21,5.3,96.92,71.39,70.6,3,0,4,43,57,0,1,0,0,0,0,0,0,1
20,9.86,77.47,94.42,67.94,2,0,5,82,44,1,0,1,0,0,0,0,0,1
24,7.33,80.27,66.4,63.42,2,1,4,75,65,1,1,0,0,0,0,0,0,1
23,9.63,85.6,76.27,84.66,4,1,1,51,91,1,0,1,0,0,1,0,0,0
21,5.05,66.05,92.71,79.46,0,1,1,62,66,0,1,0,0,0,1,0,0,0
24,6.24,84.95,80.29,65.28,0,1,0,78,59,0,0,1,0,0,1,0,0,0
20,5.52,76.34,86.26,56.61,1,0,3,99,100,0,1,0,0,0,0,0,1,0
22,8.85,83.62,61.44,65.87,4,1,0,47,47,0,0,1,0,0,1,0,0,0
24,6.6,91.79,57.79,69.06,4,1,3,49,93,0,0,1,0,0,1,0,0,0
24,9.2,59.21,61.52,69.03,3,0,1,62,55,0,1,0,0,0,1,0,0,0
22,9.16,80.68,74.65,67.86,3,1,1,68,97,1,0,1,0,0,0,1,0,0
24,8.34,52.61,90.05,52.44,4,0,5,95,41,0,1,0,0,0,1,0,0,0
20,8.33,55.11,67.7,73.2,2,0,5,84,84,1,1,0,0,0,0,0,1,0
20,8.5,83.73,78.24,91.81,4,1,1,71,40,0,0,1,0,0,0,0,0,1
22,8.37,53.55,90.24,59.02,2,0,3,95,44,0,0,1,0,0,0,1,0,0
23,6.93,79.77,61.94,57.28,3,0,1,53,70,0,1,0,0,1,0,0,0,0
21,8.41,61.0,94.15,73.59,4,1,0,55,62,0,1,0,0,0,1,0,0,0
23,9.49,65.2,97.65,68.53,2,1,4,78,60,1,1,0,0,0,0,0,0,1
24,6.66,56.48,51.95,78.06,1,0,5,87,51,0,0,1,0,0,0,0,0,1
21,9.72,62.43,52.96,97.35,1,1,3,56,43,1,1,0,0,0,0,1,0,0
22,5.07,91.06,54.55,88.04,4,1,4,59,76,0,0,1,0,1,0,0,0,0
22,6.75,81.94,88.84,84.35,0,1,0,90,50,1,1,0,1,0,0,0,0,0
21,5.66,97.49,59.47,70.8,4,1,2,51,81,0,1,0,0,0,0,0,1,0
20,5.63,52.44,86.28,64.37,3,0,5,48,79,0,0,1,1,0,0,0,0,0
21,9.08,89.62,72.06,77.01,3,0,1,99,92,1,0,1,0,0,0,0,0,1
24,9.59,84.95,91.81,94.27,1,0,5,97,48,1,0,1,1,0,0,0,0,0
20,8.89,63.04,90.43,93.84,2,1,5,47,65,1,0,1,0,0,0,0,0,1
22,9.88,86.46,97.98,72.28,1,0,5,80,78,1,1,0,1,0,0,0,0,0
21,6.08,85.83,62.55,62.31,2,0,0,76,66,0,0,1,0,0,0,0,0,1
23,5.7,72.97,61.46,61.27,4,0,2,60,68,0,0,1,0,0,0,0,0,1
23,7.6,84.43,51.58,51.7,0,1,3,81,85,1,0,1,0,0,0,1,0,0
24,9.15,72.23,70.52,92.13,3,0,0,71,82,0,1,0,0,1,0,0,0,0
23,5.2,66.78,72.95,63.24,4,0,3,76,89,0,1,0,0,0,0,0,0,1
21,9.98,73.32,98.23,67.95,1,1,4,85,64,1,0,1,0,0,0,0,1,0
21,8.01,94.76,91.54,90.46,4,0,4,57,57,1,0,1,0,0,0,0,1,0
23,9.89,69.23,58.34,56.0,0,0,3,68,93,1,1,0,0,0,1,0,0,0
21,6.83,70.18,89.92,73.06,2,1,4,46,69,1,1,0,0,0,0,0,0,1
24,7.29,80.42,58.91,56.12,0,0,4,79,47,1,0,1,0,0,0,0,0,1
20,8.76,87.65,53.89,72.09,1,1,1,76,41,1,0,1,0,0,0,0,0,1
24,8.96,86.73,91.85,52.36,0,0,3,95,61,1,0,1,1,0,0,0,0,0
24,6.17,50.99,98.8,75.88,3,0,3,45,60,0,0,1,0,0,0,0,0,1
21,9.65,84.37,54.41,89.79,0,0,2,59,78,1,1,0,0,0,0,0,0,1
20,9.34,72.53,90.7,83.81,4,0,5,94,65,1,1,0,0,0,0,0,1,0
21,5.09,76.2,92.96,75.46,2,0,1,95,68,0,0,1,0,1,0,0,0,0
22,5.64,78.08,55.94,91.44,3,0,0,48,44,0,1,0,0,1,0,0,0,0
21,7.48,86.59,64.16,61.39,3,0,1,92,85,0,0,1,0,0,1,0,0,0
21,7.3,91.57,86.68,91.54,3,1,0,48,53,0,1,0,0,0,0,0,1,0
21,8.54,82.31,90.39,63.82,1,1,3,47,74,1,1,0,0,0,0,0,0,1
20,5.45,78.2,67.7,68.12,1,0,1,56,45,0,0,1,0,1,0,0,0,0
21,8.22,68.69,58.0,56.42,4,1,2,63,62,0,0,1,0,0,0,1,0,0
20,8.08,56.89,82.42,55.09,2,0,5,79,56,1,1,0,0,0,0,1,0,0
23,6.17,97.93,85.1,96.61,0,0,4,100,63,1,0,1,0,0,0,1,0,0
22,7.71,73.09,75.18,59.5,4,1,0,62,79,0,0,1,0,0,0,0,0,1
20,6.11,78.31,57.25,66.66,1,1,4,72,68,1,0,1,0,0,0,0,0,1
23,5.73,87.55,92.22,76.46,4,0,5,61,91,0,1,0,0,0,1,0,0,0
20,7.87,53.42,82.26,67.39,2,0,3,89,69,0,0,1,0,0,1,0,0,0
20,9.89,92.75,93.46,93.51,4,1,3,86,63,1,1,0,0,0,1,0,0,0
22,6.18,89.85,96.65,95.04,3,0,3,61,74,0,0,1,1,0,0,0,0,0
24,6.78,88.72,90.28,66.3,0,0,4,66,100,1,1,0,0,0,0,1,0,0
24,6.28,51.1,97.93,54.6,1,0,5,87,86,1,1,0,0,0,0,0,0,1
20,6.33,76.33,97.71,60.51,1,0,3,41,76,0,1,0,0,0,0,1,0,0
21,7.02,52.71,80.97,73.72,2,1,3,70,90,1,0,1,0,0,1,0,0,0
23,8.51,77.54,86.41,64.42,2,0,4,52,41,1,1,0,0,0,0,0,0,1
21,5.19,85.92,84.97,72.67,2,1,3,41,60,0,1,0,0,0,0,0,1,0
21,9.79,56.09,81.06,87.94,1,1,5,85,79,1,0,1,0,1,0,0,0,0
20,5.23,84.74,50.97,71.03,3,1,0,46,80,0,0,1,0,1,0,0,0,0
20,9.41,72.48,67.8,59.85,0,1,1,50,44,1,0,1,0,0,1,0,0,0
20,9.47,90.58,55.0,67.9,2,0,0,86,74,1,0,1,0,0,0,1,0,0
20,7.62,76.68,65.01,87.15,1,1,3,65,83,1,1,0,0,0,0,0,1,0
24,5.68,66.81,53.43,71.2,3,0,5,88,74,0,0,1,0,0,0,0,0,1
20,7.83,66.6,96.0,62.48,2,0,5,60,95,1,0,1,0,0,0,1,0,0
24,8.14,94.87,72.57,71.37,2,0,3,88,58,1,1,0,0,0,1,0,0,0
24,9.29,72.64,59.47,72.74,0,0,3,54,55,1,0,1,0,0,0,1,0,0
20,7.75,70.29,79.24,64.82,0,0,3,55,64,1,0,1,0,0,1,0,0,0
22,7.05,51.99,59.82,99.78,4,1,4,48,97,0,0,1,1,0,0,0,0,0
23,9.19,68.22,90.22,88.38,2,0,5,60,55,1,1,0,0,1,0,0,0,0
21,9.9,92.48,65.3,84.62,4,1,1,92,70,1,1,0,0,1,0,0,0,0
24,8.23,88.05,65.75,92.74,1,0,4,91,72,1,1,0,0,0,0,1,0,0
23,9.37,61.05,93.5,83.32,0,1,4,90,56,1,0,1,0,0,0,0,1,0
22,7.99,70.65,77.96,89.55,3,0,5,95,60,1,1,0,0,0,0,0,0,1
21,8.45,59.83,94.37,70.63,2,1,3,94,91,1,0,1,0,0,1,0,0,0
21,8.44,97.71,70.64,75.02,2,1,0,80,74,1,0,1,0,0,0,0,0,1
24,8.52,79.91,67.2,52.35,4,0,5,45,88,1,0,1,0,1,0,0,0,0
20,6.61,87.72,75.31,64.03,0,0,0,40,62,0,1,0,0,0,0,0,1,0
22,7.88,85.69,53.07,68.4,4,1,2,70,88,0,0,1,0,0,0,0,1,0
24,7.97,93.68,57.71,81.27,2,0,5,44,55,1,0,1,0,0,0,0,0,1
22,6.58,97.47,60.98,73.21,0,1,1,76,77,1,0,1,0,1,0,0,0,0
20,6.75,51.62,90.83,80.39,2,0,5,94,97,1,0,1,0,0,0,0,0,1
20,8.81,98.77,86.69,85.67,0,0,2,65,89,1,1,0,0,0,0,1,0,0
24,7.91,93.53,59.67,52.14,2,1,4,40,53,1,0,1,0,0,0,0,1,0
20,5.75,69.15,63.84,62.91,3,1,2,40,91,0,1,0,0,0,0,0,1,0
23,9.19,91.85,97.21,58.55,4,1,2,68,79,1,0,1,0,0,0,1,0,0
21,9.42,86.83,54.29,59.37,0,1,5,61,90,1,1,0,0,1,0,0,0,0
24,7.33,89.66,77.37,75.16,4,0,2,77,80,0,1,0,0,0,0,0,1,0
22,6.04,61.03,76.1,87.0,0,0,1,80,92,0,0,1,1,0,0,0,0,0
23,9.74,82.43,86.29,63.64,0,0,5,58,93,1,0,1,1,0,0,0,0,0
24,9.41,51.3,63.07,91.22,0,1,0,67,89,1,1,0,1,0,0,0,0,0
20,6.22,92.41,96.74,94.62,2,0,0,44,72,0,1,0,0,0,1,0,0,0
20,5.48,97.55,70.53,67.53,1,1,2,60,60,0,0,1,0,0,1,0,0,0
20,7.2,83.11,64.29,84.07,2,0,5,88,56,1,0,1,0,1,0,0,0,0
20,8.38,75.63,66.84,55.85,1,1,1,61,43,1,1,0,0,0,0,1,0,0
22,5.88,86.29,67.44,87.2,2,0,0,59,55,0,1,0,0,0,0,0,0,1
23,7.57,66.32,59.95,58.25,1,0,3,51,95,0,0,1,0,1,0,0,0,0
21,7.13,81.32,96.4,84.37,0,0,5,45,69,1,0,1,0,0,0,0,0,1
22,9.45,85.95,58.74,71.1,0,1,5,68,83,1,0,1,0,1,0,0,0,0
22,7.15,57.13,94.14,96.42,1,0,0,84,84,0,1,0,0,0,1,0,0,0
21,7.67,57.0,70.25,73.22,1,0,0,95,73,0,0,1,1,0,0,0,0,0
21,9.78,85.81,63.46,51.55,4,0,1,79,61,0,1,0,0,0,0,1,0,0
20,6.5,71.59,59.93,74.03,0,0,1,100,83,0,0,1,0,0,1,0,0,0
22,6.44,94.46,75.22,89.77,2,1,0,74,81,0,0,1,0,0,0,1,0,0
24,9.0,65.6,83.46,82.35,4,1,3,96,68,1,1,0,0,0,0,0,0,1
21,6.39,52.12,94.91,98.32,1,0,3,50,86,0,1,0,0,1,0,0,0,0
21,9.16,82.49,82.62,92.16,2,1,2,100,44,1,1,0,0,0,0,0,1,0
23,5.48,84.21,74.18,76.33,3,0,2,91,40,0,0,1,0,0,0,0,1,0
24,5.56,77.68,51.67,60.33,3,0,0,72,79,0,1,0,0,0,0,1,0,0
24,9.51,84.17,95.77,50.19,3,1,0,64,92,1,1,0,1,0,0,0,0,0
21,7.7,76.19,95.12,99.03,2,0,0,53,64,0,0,1,1,0,0,0,0,0
